id,name,year_established,country,description,url,has_trading_incentive,trust_score,trust_score_rank,trade_vol_24h_btc,trade_vol_24h_btc_normalized,trade_vol_24h_usd,trade_vol_24h_usd_normalized,age_of_exchange,ingested_at
solidly-v3-arbitrum,Solidly V3 (Arbitrum),,,,https://solidly.com/swap/,False,4.0,430.0,24.392442506177453,4.746531233947746,1554658.18,302521.31,,2024-06-23 22:50:18.517587
pancakeswap-v3-polygon-zkevm,Pancakeswap V3 (Polygon zkEVM),,,,https://pancakeswap.finance/swap,False,4.0,431.0,4.214302990070295,4.214302990070295,268599.61,268599.61,,2024-06-23 22:50:18.517587
kriya-dex,KriyaDEX,,,,https://www.app.kriya.finance/spot/swap/,False,4.0,432.0,3.9841030203662533,3.9841030203662533,253927.76,253927.76,,2024-06-23 22:50:18.517587
kujira,Kujira Fin,,,,https://fin.kujira.app/trade,False,4.0,433.0,3.7124926769162268,3.7124926769162268,236616.61,236616.61,,2024-06-23 22:50:18.517587
sushiswap-v3-ethereum,Sushiswap V3 (Ethereum),,,,https://www.sushi.com/swap,False,5.0,434.0,3.6000629083388076,3.6000629083388076,229450.87,229450.87,,2024-06-23 22:50:18.517587
kinesis_money,Kinesis Money,,Cayman Islands,,https://kms.kinesis.money/,False,4.0,435.0,3.467843931087283,3.467843931087283,221023.87,221023.87,,2024-06-23 22:50:18.517587
pancakeswap-v1-bsc,Pancakeswap V1 (BSC),,,,https://pancakeswap.finance/swap,False,4.0,436.0,3.3971556390925284,3.3971556390925284,216518.53,216518.53,,2024-06-23 22:50:18.517587
balancer_v1,Balancer V1,2020.0,,"Balancer is a non-custodial portfolio manager, liquidity provider, and price sensor",https://balancer.exchange/#/swap,False,4.0,437.0,3.2021491278088092,3.2021491278088092,204089.74,204089.74,4.0,2024-06-23 22:50:18.517587
potatoswap-x-layer,PotatoSwap (X Layer) ,,,,https://potatoswap.finance/swap,False,3.0,438.0,3.641760495173113,3.641760495173113,232108.48,232108.48,,2024-06-23 22:50:18.517587
defi_kingdoms_crystalvale,Defi Kingdoms (Crystalvale),,,"Defi Kingdoms (Crystalvale) is Defi Kingdoms' expansion to its own subnet Defi Kingdoms Blockchain (DFK chain). 

CRYSTAL acts as the main token of value in Crystalvale, giving it utility above and beyond that of a regular coin. It can be spent to purchase and mint Hero NFTs, swapped on the in-game DEX, staked for fee sharing, pooled for liquidity, and applied to applicable governance votes. 

DeFi Kingdoms Blockchain is an EVM-compatible blockchain that will be validated by our subnet and uses the proof of authority/proof of stake consensus algorithms developed by Ava Labs. 

JEWEL is used for gas fees on the DFK Chain, where the gameplay transactions for Crystalvale take place.",https://defikingdoms.com/crystalvale/,False,4.0,439.0,2.371998058403913,2.371998058403913,151179.87,151179.87,,2024-06-23 22:50:18.517587
coinzoom,Coinzoom,2020.0,United States,"CoinZoom is a new US regulated cryptocurrency exchange that allows users to buy, sell, and spend their crypto with the CoinZoom Visa card. ",www.coinzoom.com,False,4.0,440.0,2.309813737967021,2.309813737967021,147216.53,147216.53,4.0,2024-06-23 22:50:18.517587
fluxbeam,FluxBeam,,,,https://fluxbeam.xyz/app/swap,False,4.0,441.0,2.171949634838661,2.171949634838661,138429.73,138429.73,,2024-06-23 22:50:18.517587
beam-swap,Beam Swap,,,,https://swap.onbeam.com/#/swap,False,4.0,442.0,2.005484943981013,2.005484943981013,127820.06,127820.06,,2024-06-23 22:50:18.517587
trisolaris,Trisolaris,2021.0,,,https://www.trisolaris.io/#/swap,False,4.0,443.0,1.822205947628169,1.822205947628169,116138.73,116138.73,3.0,2024-06-23 22:50:18.517587
bitswap-v3-bouncebit,BitSwap V3 (BounceBit) ,,,,https://app.bouncebit.io/club/1,False,4.0,444.0,1.4688426025907164,1.4688426025907164,93617.04,93617.04,,2024-06-23 22:50:18.517587
pancakeswap-stableswap-arbitrum,Pancakeswap Stableswap (Arbitrum),2024.0,Unknown or Invalid Region,,https://pancakeswap.finance/,False,4.0,445.0,1.441227789173754,1.441227789173754,91857.00,91857.00,0.0,2024-06-23 22:50:18.517587
difx,DIFX,2021.0,Cayman Islands,,https://difx.com/en,False,4.0,446.0,3795.4362456845997,1.2601029763334548,241903040.02,80312.97,3.0,2024-06-23 22:50:18.517587
orderly_network,Orderly Network,2022.0,Bahamas,"Orderly Network is a permissionless, decentralized exchange protocol built on top of NEAR with the mission to create the most robust liquidity layer infrastructure for any dApp to utilize and build on.",https://orderly.network/,False,4.0,447.0,1.1151079092025027,1.1151079092025027,71071.67,71071.67,2.0,2024-06-23 22:50:18.517587
pancakeswap-v3-opbnb,Pancakeswap V3 (opBnb),,,,https://pancakeswap.finance/swap,False,4.0,448.0,0.9445351506262283,0.9445351506262283,60200.17,60200.17,,2024-06-23 22:50:18.517587
arthswap,ArthSwap,,,,https://app.arthswap.org/#/swap?,False,4.0,449.0,0.8163612066445342,0.8163612066445342,52030.98,52030.98,,2024-06-23 22:50:18.517587
oceanex,Oceanex,2018.0,Cayman Islands,,https://oceanex.pro,False,4.0,450.0,1180.8289746665478,0.7633729634784582,75260418.10,48653.76,6.0,2024-06-23 22:50:18.517587
byte-exchange,Byte Exchange,2021.0,Estonia,"Byte Exchange, founded in December 2021 by Bytedex Technologies OU in Tallinn, Estonia, is a  cryptocurrency exchange dedicated to increasing crypto adoption in regions where local exchanges are scarce. As part of the Bytedex ecosystem, Byte Exchange operates in partnership with Planmodern İnformation Technologies Ltd in İzmir, Turkey. Bytedex also encompasses Bytepad token sale and Staking Platform, with plans to launch Bytechain, a blockchain system, and Byte Wallet in 2023.  With its headquarters in Tallinn, Estonia, Byte Exchange has a strong presence in the Balkanians, Turkey, and Caucasian regions. Bytedex maintains offices in Tallinn, İzmir, and Dubai, ensuring a global reach.  Byte Exchange offers a comprehensive range of services designed to meet the diverse needs of cryptocurrency traders. Users can engage in spot trading with a focus on popular markets such as USDT, BTC, and TRY, supported by a vast selection of over 100 cryptocurrency pairs. Additionally, Byte Exchange introduces the innovative Synthetic token technology, enabling the creation and trading of indexes representing various segments in the cryptocurrency market, including metaverse, meme, and CEX.  To prioritize the security and protection of users' assets and personal information, Byte Exchange implements a robust security infrastructure. With over 50 layers of security measures, advanced encryption protocols, and multi-factor authentication, Byte Exchange ensures a safe trading environment. User funds are stored in cold wallets using custody services, and compliance with GDPR and KVKK rules governs the storage and handling of user data.  Byte Exchange maintains a strong commitment to compliance and regulation. As a registered Money Service Business (MSB) with FINCEN, Byte Exchange works closely with governmental bodies and follows AML/AMM measures in partnership with Ciphertrace and Chainanalysis. The platform complies with travel rule measures declared by OFAC and maintains a tiered approach to KYC. Byte Exchange also actively cooperates with regulators in the jurisdictions it operates to adhere to regulatory requirements and promote progressive cryptocurrency industry regulation.  User experience is a key focus for Byte Exchange. The platform features a user-friendly interface that facilitates seamless buying and selling of cryptocurrencies, complete with advanced order types. Bytedex's integration with leading liquidity providers ensures deep liquidity on the exchange, enabling easy trading. In addition to trading, users can access Bytepad as a launchpad and staking platform using their Byte Exchange credentials, allowing them to track new project sales and explore staking options.  Byte Exchange provides accessibility through a desktop web interface and dedicated mobile applications for both Android and iOS, offering users the flexibility to trade on the go.  With support for a diverse range of cryptocurrencies, including major tokens like Bitcoin, Ethereum, USDT, TRX, SOL, XLM, DOGE, SHIB, and more, Byte Exchange enables users to trade a wide variety of digital assets. Bytedex continuously expands its offerings by listing new and promising cryptocurrencies, ensuring that users have access to the latest opportunities in the market. The fee structure is based on a market taker and maker model, with trading fees starting at 0.15% and decreasing with higher trading volumes. Regular users' fees depend on their involvement in the Bytedex ecosystem, while advanced users' fees are based on their 30-day trading volumes.  Byte Exchange has gained popularity in regions such as Turkey, India, Indonesia, and several Far East countries, along with a growing user base in the Balkan and European countries. Bytedex boasts a strong community of users from diverse backgrounds.  Looking to the future, Byte Exchange aims to expand its services to countries lacking local exchanges, fostering increased crypto adoption in   different parts of the world. With a focus on regions like Turkey, the Balkans, Caucasus, Africa, and Pacific countries such as Indonesia, Malaysia, and Bangladesh, Byte Exchange envisions extending its reach to European countries and Latin America.",https://bytedex.io,False,4.0,451.0,213.13306414509265,0.7619393992277943,13584087.00,48562.39,3.0,2024-06-23 22:50:18.517587
zbx,ZBX,,Malta,,https://www.zbx.com/,False,4.0,452.0,0.71557692,0.71557692,45607.47,45607.47,,2024-06-23 22:50:18.517587
fx_swap,MarginX,,,,https://swap.marginx.io/#/swap,False,4.0,453.0,0.7446176301380301,0.7182156895825494,47458.38,45775.65,,2024-06-23 22:50:18.517587
spiritswap,SpiritSwap,2021.0,,"SpiritSwap is a decentralized exchange (DEX) on the Fantom Opera Chain. SpiritSwap's design is based on the Uniswap constant-product automated market maker (AMM). In an AMM, liquidity providers simply deposit a pair of tokens and an algorithm automatically makes markets for the token pair. Traders can easily swap between tokens in the AMM and get guaranteed rates for the swaps. Each swap on SpiritSwap incurs a fee, which gets distributed to liquidity providers and $SPIRIT stakers.",https://app.spiritswap.finance/#/,False,4.0,454.0,0.5914922028973805,0.5914922028973805,37698.90,37698.90,3.0,2024-06-23 22:50:18.517587
secta-finance-v3,Secta Finance V3 (Linea),,,,https://www.secta.finance/swap,False,4.0,455.0,4.034558398494212,0.475943331220372,257143.55,30334.36,,2024-06-23 22:50:18.517587
basex,BaseX,,,,https://app.basex.fi/swap,False,4.0,456.0,0.4366950433081834,0.4366950433081834,27832.86,27832.86,,2024-06-23 22:50:18.517587
klever_exchange,Bitcoin.me,,,,https://bitcoin.me,False,4.0,457.0,0.4177947677194234,0.4177947677194234,26628.25,26628.25,,2024-06-23 22:50:18.517587
10kswap-starknet-alpha,10KSwap,,,,https://10kswap.com/swap,False,4.0,458.0,0.3673754010423435,0.3673754010423435,23414.76,23414.76,,2024-06-23 22:50:18.517587
pancakeswap_ethereum,PancakeSwap (Ethereum),2020.0,,,https://pancakeswap.finance,False,4.0,459.0,0.3167347104208429,0.3167347104208429,20187.16,20187.16,4.0,2024-06-23 22:50:18.517587
voltage_finance,Voltage Finance,,,Voltage was created to give anyone access to a powerful suite of defi tools from an all-in-one application that is also conveniently accessible on any smart device.﻿,https://app.voltage.finance/,False,4.0,460.0,0.2845843771986587,0.2845843771986587,18138.05,18138.05,,2024-06-23 22:50:18.517587
lif3-v3-fantom,Lif3 V3 (Fantom),2022.0,British Virgin Islands,"Lif3 v3 is a uniswap v3 fork, focussing on the liquidity for the Lif3 Ecosystem.",https://lif3.com/swap?chainId=250,False,4.0,461.0,0.2744553755734695,0.2744553755734695,17492.48,17492.48,2.0,2024-06-23 22:50:18.517587
wanswap,WanSwap,,,,https://www.wanswap.finance/#/swap,False,4.0,462.0,0.4779157462043033,0.2702268612501209,30460.07,17222.97,,2024-06-23 22:50:18.517587
pancakeswap-v2-zksync,PancakeSwap (zkSync),,,,https://pancakeswap.finance/?chain=zkSync,False,4.0,463.0,0.2590725811731384,0.2590725811731384,16512.05,16512.05,,2024-06-23 22:50:18.517587
butter-xyz,Butter.xyz,,,,https://swap.butter.xyz/#/swap,False,4.0,464.0,0.2195793092085401,0.2195793092085401,13994.94,13994.94,,2024-06-23 22:50:18.517587
nash,Nash,2017.0,Liechtenstein,"Nash bridges the gap between crypto and your local currency. Our crypto/cash exchange service combines the lowest fees with instant delivery to the safest software wallet. With Nash Link for business, merchants can easily accept crypto from their customers and receive cash. Our digital banking services will seamlessly integrate traditional and decentralized finance (DeFi), with DeFi-powered high-interest savings and a crypto debit card.",https://nash.io,False,4.0,465.0,0.2123104635552598,0.2123104635552598,13531.66,13531.66,7.0,2024-06-23 22:50:18.517587
honeyswap,Honeyswap,2020.0,,Honeyswap is a 1:1 deployment of Uniswap V2 on the xDai network with no additional changes.,https://app.honeyswap.org,False,4.0,466.0,0.1840820740276349,0.1840820740276349,11732.52,11732.52,4.0,2024-06-23 22:50:18.517587
pancakeswap-v2-arbitrum,Pancakeswap V2 (Arbitrum),,,,https://pancakeswap.finance/?chain=arb,False,4.0,467.0,0.1916660959465045,0.1916660959465045,12215.88,12215.88,,2024-06-23 22:50:18.517587
yokaiswap,Yokaiswap,,,,https://www.yokaiswap.com/swap,False,4.0,468.0,0.1881268699847791,0.1881268699847791,11990.31,11990.31,,2024-06-23 22:50:18.517587
tomb_swap_fantom,Tomb Swap (Fantom),,,,https://swap.tomb.com/#/swap,False,4.0,469.0,0.180050028880769,0.180050028880769,11475.53,11475.53,,2024-06-23 22:50:18.517587
defi_kingdoms,Defi Kingdoms,,,,https://defikingdoms.com/,False,4.0,470.0,0.1388723381919149,0.1388723381919149,8851.06,8851.06,,2024-06-23 22:50:18.517587
lif3-v3-polygon,Lif3 V3 (Polygon),2022.0,British Virgin Islands,Lif3 v3 is a UniSwap v3 fork which is focussed on providing liquidity for the tokens within the Lif3 Ecosystem.,https://lif3.com/swap?chainId=137,False,4.0,471.0,0.1256930783414383,0.1256930783414383,8011.08,8011.08,2.0,2024-06-23 22:50:18.517587
aux,AUX Exchange,,,,https://mainnet.aux.exchange/,False,4.0,472.0,0.1024960670574868,0.1024960670574868,6532.61,6532.61,,2024-06-23 22:50:18.517587
julswap,Julswap,,,"JulSwap (Previously as SwapLiquidity) is the equivalent of Uniswap on the Binance Smart Chain. SwapLiquidity offers the same Trading Engine and analytics as Uniswap and some additional features from Sushiswap. Key features include:

Faster and cheaper
Supported through the JustLiquidity Protocol
Stake your JULb Tokens
Based on the Binance Smart Chain
Users can get their Token Bridge from ERC20 to BEP20 and use both chains",https://julswap.com/#/,False,,473.0,0.1014317073904029,0.1014317073904029,6464.77,6464.77,,2024-06-23 22:50:18.517587
blazeswap-flare,BlazeSwap (Flare) ,,,,https://app.blazeswap.xyz/swap/,False,4.0,474.0,0.0899702736514434,0.0899702736514434,5734.28,5734.28,,2024-06-23 22:50:18.517587
pancakeswap-v2-base,Pancakeswap V2 (Base),,,,https://pancakeswap.finance/swap,False,4.0,475.0,0.0737282560627341,0.0737282560627341,4699.09,4699.09,,2024-06-23 22:50:18.517587
lif3-v3-bsc,Lif3 V3 (BSC),2022.0,British Virgin Islands,"Lif3 v3 is a uniswap v3 fork, which focusses liquidity on the Lif3 Ecosystem tokens.",https://lif3.com/swap?chainId=56,False,4.0,476.0,0.0702827827951775,0.0702827827951775,4479.49,4479.49,2.0,2024-06-23 22:50:18.517587
pharaoh-exchange-v1,Pharaoh Exchange V1,,,,https://pharaoh.exchange/swap,False,4.0,477.0,0.063081336308585,0.063081336308585,4020.50,4020.50,,2024-06-23 22:50:18.517587
lif3-ethereum,Lif3 (Ethereum),2022.0,British Virgin Islands,Lif3 v3 is where you can trade tokens in the Lif3 Ecosystem.,https://lif3.com/swap?chainId=1,False,4.0,478.0,0.0485197984124475,0.0485197984124475,3092.42,3092.42,2.0,2024-06-23 22:50:18.517587
vapordex,VaporDex,2021.0,Bahamas,,https://app.vapordex.io/swap,False,4.0,479.0,0.041915117345507,0.041915117345507,2671.47,2671.47,3.0,2024-06-23 22:50:18.517587
sushiswap-v3-thundercore,Sushiswap V3 (ThunderCore),,,,https://www.sushi.com/swap,False,4.0,480.0,0.0218984975078909,0.0218984975078909,1395.71,1395.71,,2024-06-23 22:50:18.517587
spiritswap_v2,SpiritSwap (V2),2022.0,,"SpiritSwap V2 is a decentralized exchange (DEX) on the Fantom Opera Chain. The V2 DEX steps away from the original Uniswap ""look and feel"" and redesigned the entire code base from scratch, a unique experience to deliver to the Fantom community.

There will be 2 types of pools available in SpiritSwap V2 namely the variable AMM (vAMM) which is the standard 50/50 constant product automated market maker and the stable AMM (sAMM) which is meant for stable pairs with 1:1 pegs based on the Solidly model.
",https://swap.spiritswap.finance/,False,4.0,481.0,0.0241111402028329,0.0241111402028329,1536.73,1536.73,2.0,2024-06-23 22:50:18.517587
scrollswap,ScrollSwap,,,,https://dex.scrollswap.app/?#/swap,False,4.0,482.0,0.0225333359268103,0.0225333359268103,1436.17,1436.17,,2024-06-23 22:50:18.517587
huckleberry,Huckleberry,,,,https://www.huckleberry.finance/#/swap,False,4.0,483.0,0.021574165427295,0.021574165427295,1375.03,1375.03,,2024-06-23 22:50:18.517587
mojitoswap,MojitoSwap,,,MojitoSwap is the first audited decentralized exchange that comes with Automated Market Maker and a high APR. It provides users a safe environment for their assets and a place (we call them pool and bar) to potentially yield a high return.,https://app.mojitoswap.finance/,False,4.0,484.0,0.0190354622739903,0.0190354622739903,1213.23,1213.23,,2024-06-23 22:50:18.517587
abstradex-x-layer,Abstradex (X Layer),,,,https://exchange.abstradex.xyz/swap,False,4.0,485.0,0.0178135449053824,0.0178135449053824,1135.35,1135.35,,2024-06-23 22:50:18.517587
swapr_arbitrum,Swapr (Arbitrum),,,,https://swapr.eth.limo,False,5.0,486.0,0.0141713744388238,0.0141713744388238,903.22,903.22,,2024-06-23 22:50:18.517587
autoshark_finance,AutoShark Finance,,,,https://autoshark.finance/,False,4.0,487.0,0.008981867678696,0.008981867678696,572.46,572.46,,2024-06-23 22:50:18.517587
radioshack_polygon_pos,RadioShack (Polygon),,,"RadioShack is a 100-year-old brand that now aims to be the first protocol to bridge the gap to mainstream usage of blockchain and cryptocurrencies.

As a first step, RadioShack is fixing the chaotic and dispersed nature of liquidity addition on today's AMMs. To solve this problem, RadioShack aims to significantly reduce the diameter of the graph of swappable tokens, and increase liquidity per pair. This will be achieved by using a single large-degree node (the RADIO node) to create what they refer to as The Starfish Topology: a pairing of the single large node with all swappable pairs.",https://app.radioshack.org/swap?,False,4.0,488.0,0.008414938166492,0.008414938166492,536.33,536.33,,2024-06-23 22:50:18.517587
claimswap,Claimswap,,,"ClaimSwap is a Klaytn DEX based on AMM(Automated Market Maker). KLAYswap, which already provides a similar service, has contributed to expanding the Klaytn Defi ecosystem. However, no other DEX had matured in the ecosystem, leaving users with limited options.
The ClaimSwap team aims to provide a more user-friendly protocol. Just as the Uniswap-Sushiswap case, we look forward to boosting the overall ecosystem with the release of ClaimSwap.",https://claimswap.org/,False,4.0,489.0,0.0083059276167997,0.0083059276167997,529.38,529.38,,2024-06-23 22:50:18.517587
swapsicle,Swapsicle,,,,https://www.swapsicle.io/swap,False,4.0,490.0,0.0074847091163283,0.0074847091163283,477.04,477.04,,2024-06-23 22:50:18.517587
levinswap_xdai,Levinswap (xDai),,,,https://app.levinswap.org/#/swap,False,2.0,491.0,0.0060526592572821,0.0060526592572821,385.77,385.77,,2024-06-23 22:50:18.517587
pearlfi-v1-5,PearlFi V1.5,,,,https://www.pearl.exchange/swap,False,4.0,492.0,0.0055597083474047,0.0055597083474047,354.35,354.35,,2024-06-23 22:50:18.517587
dracula-finance,Dracula Finance,2023.0,Andorra,"Dracula Finance is an innovative ve(3,3) protocol built on zkSync Era that rewards users based on their locked tokens and duration.",https://draculafi.xyz/swap,False,4.0,493.0,0.0041352552750003,0.0041352552750003,263.56,263.56,1.0,2024-06-23 22:50:18.517587
uniswap-v2-avalanche,Uniswap V2 (Avalanche),,,,https://app.uniswap.org/swap,False,4.0,494.0,0.0038107454102402,0.0038107454102402,242.88,242.88,,2024-06-23 22:50:18.517587
yodeswap,Yodeswap,,,,https://app.yodeswap.dog/exchange/swap,False,5.0,495.0,0.0031018864278179,0.0031018864278179,197.70,197.70,,2024-06-23 22:50:18.517587
gemswap,GemSwap,,,,https://zks.gemswap.online/swap,False,4.0,496.0,0.0026273117060447,0.0026273117060447,167.45,167.45,,2024-06-23 22:50:18.517587
kdswap,KDSwap,,,,https://www.kdswap.exchange/,False,4.0,497.0,0.002351704022049,0.002351704022049,149.89,149.89,,2024-06-23 22:50:18.517587
blazeswap,Blazeswap (Songbird),,,,https://app.blazeswap.xyz/swap/,False,4.0,498.0,0.0017541245716303,0.0017541245716303,111.80,111.80,,2024-06-23 22:50:18.517587
dao_swap,DAO Swap,,,,https://swap.daomaker.com/,False,4.0,499.0,0.0012381260841933,0.0012381260841933,78.91,78.91,,2024-06-23 22:50:18.517587
baso-finance,Baso Finance,,,,https://www.baso.finance/swap?,False,4.0,500.0,0.0007311019449928,0.0007311019449928,46.60,46.60,,2024-06-23 22:50:18.517587
lif3-polygon,LIF3 (Polygon),,,,https://lif3.com/swap,False,4.0,501.0,0.0005161120943306,0.0005161120943306,32.89,32.89,,2024-06-23 22:50:18.517587
sphynx_swap,Sphynx Swap (BSC),,,,https://thesphynx.co/,False,4.0,502.0,0.0002944831293695,0.0002944831293695,18.77,18.77,,2024-06-23 22:50:18.517587
chiliz,ChilizX,2020.0,Seychelles,"ChilizX is the official exchange for sports teams tokens like FC Barcelona, Juventus, Paris Saint-Germain and many more.",https://www.chiliz.net,False,4.0,503.0,0.9943910053966674,0.0,63377.75,0.00,4.0,2024-06-23 22:50:18.517587
pegasys-v3-rollux,Pegasys V3 (Rollux),,,,https://app.pegasys.fi/#/swap,False,4.0,505.0,0.0538481259983738,0.0,3432.02,0.00,,2024-06-23 22:50:18.517587
trubit,Trubit,,British Virgin Islands,,https://www.trubit.com/,False,3.0,507.0,2543.8112952151387,635.719801213852,162130423.42,40517754.10,,2024-06-23 22:50:18.517587
yobit,YoBit,,Russia,,https://yobit.net/en/,False,2.0,508.0,3774.6733005596207,588.6121631549152,240579708.73,37515337.49,,2024-06-23 22:50:18.517587
camelot-v3,Camelot V3,,,,https://app.camelot.exchange/,False,3.0,509.0,407.6869078813074,237.13804799842504,25984022.92,15114050.40,,2024-06-23 22:50:18.517587
gopax,GoPax,2016.0,South Korea,,https://www.gopax.co.kr/exchange/,,3.0,510.0,372.11732649651395,94.80447102489651,23716987.11,6042385.71,8.0,2024-06-23 22:50:18.517587
koinpark,Koinpark,2023.0,India,"Koinpark Founded in 2023 - Global Bitcoin & Cryptocurrency Exchange that assists traders to buy, Sell & Trade Bitcoin (BTC), Ethereum (ETH), Tether (USDT), Ripple (XRP), and more cryptocurrencies. Our mission has always been to improve the trading experience for all crypto fans worldwide using a methodology that is more simple and more secure. We are dedicated to creating a highly safe, stable, and effective cryptocurrency exchange for users everywhere, and we do this with the help of our unique trade matching algorithm and first-rate user experience.",https://www.koinpark.com/,False,3.0,511.0,287.2337367312327,83.53450566830328,18306911.15,5324091.77,1.0,2024-06-23 22:50:18.517587
injective,Helix,2022.0,,,https://helixapp.com,False,3.0,512.0,49.430834466608935,49.430834466608935,3150486.10,3150486.10,2.0,2024-06-23 22:50:18.517587
btc_alpha,BTC-Alpha,2016.0,Lithuania,,https://btc-alpha.com/,False,3.0,513.0,6083.137801960396,42.315949551093205,387710247.76,2697017.20,8.0,2024-06-23 22:50:18.517587
mercatox,Mercatox,,Marshall Islands,,https://mercatox.com/,False,3.0,514.0,232.93683839617742,25.351150208738122,14846285.30,1615761.64,,2024-06-23 22:50:18.517587
bitbns,BitBNS,2017.0,Estonia,,https://ref.bitbns.com/,False,3.0,515.0,24.040792742677223,24.040792742677223,1532245.70,1532245.70,7.0,2024-06-23 22:50:18.517587
bit_com,BIT,2020.0,Seychelles,,https://www.bit.com/,False,3.0,516.0,611.7058154602475,22.988636323644243,38987216.96,1465186.25,4.0,2024-06-23 22:50:18.517587
bitbay,zondacrypto,2014.0,Estonia,"Zonda (ex-BitBay) is one of the largest digital currency exchanges in Europe with over 1 million users. The company was established in 2014 and it is regulated by the Estonian Financial Intelligence Unit (FIU). The Zonda exchange has a policy against money laundering and terrorism financing and ensures the safety and security of the deposits and trading via the platform by applying strict AML and KYC procedures.

Users can make transactions in over 50 coins and tokens in pairs with traditional currencies (EUR, GBP and PLN), stablecoins (USDT and USDC), and BTC and ETH. Zonda is continually developing and expanding its business, which has resulted in the creation of such products as Zonda FIAT Exchange and Zonda Pay. 

Zonda is on a mission to democratize the access to cryptocurrency. The company’s ambition is to develop simple intuitive tools, the education programmes, and the regulatory framework, that will help its customers to trade and spend confidently from a position of strength.

To know more about investments in digital assets, please visit www.zondaglobal.com.",https://zondacrypto.com/en/home,False,3.0,517.0,13.877992042924996,13.877992042924996,884517.15,884517.15,10.0,2024-06-23 22:50:18.517587
vindax,Vindax,2019.0,Vietnam,,https://vindax.com/,False,3.0,518.0,66.1594625743711,11.817586900346798,4216689.23,753196.74,5.0,2024-06-23 22:50:18.517587
camelot,Camelot,,,,https://camelot.exchange/,False,3.0,519.0,8.540891779151533,8.540891779151533,544355.79,544355.79,,2024-06-23 22:50:18.517587
monoswap-v3-blast,MonoSwap V3 (Blast),,,,https://www.monoswap.io/#/swap,False,3.0,520.0,8.297021110306547,8.297021110306547,528812.63,528812.63,,2024-06-23 22:50:18.517587
alexgo,ALEX,2022.0,Panama,,https://www.alexlab.co/,False,3.0,521.0,7.807611446182485,7.807611446182485,497619.99,497619.99,2.0,2024-06-23 22:50:18.517587
omgfin,Omgfin,2018.0,Estonia,,https://omgfin.com/exchange/,False,3.0,522.0,534.5047868390162,7.473887220835572,34066790.87,476350.00,6.0,2024-06-23 22:50:18.517587
wemix_fi,WEMIX.Fi,,,,https://wemix.fi/swap,False,3.0,523.0,7.148702011136786,7.148702011136786,455624.24,455624.24,,2024-06-23 22:50:18.517587
currency,Currency.com,2019.0,Saint Vincent and the Grenadines,"Currency.com is the world’s first regulated tokenised securities exchange enabling anyone with crypto and fiat to trade financial assets from the world’s biggest companies with up to 500x leverage. 
 
Currency.com enables crypto holders to make the most of your investment by offering access to more than 1300 tokenised securities of the most traded global financial assets – all without putting your crypto holdings under price pressure or converting to fiat"" to the following one ""Currency.com enables crypto holders to make the most of your investment by offering access to more than 2000+ tokenised securities of the most traded global financial assets – all without putting your crypto holdings under price pressure or converting to fiat
 
With Currency.com you can:
- Do more with less with up to 500x leverage (or buy and sell assets of your choice);
- Manage your risk with sell at loss, guaranteed sell at loss, take profit orders;
- Elevate your trading strategy with access to over 75 technical indicators;
- Fund your account and withdraw via card, bank transfer or crypto wallet;
- Step ahead of the pack with instant price alerts;
- Never lose more than you put in with negative balance protection;
- Trade confidently with a regulated platform and dedicated human support;
- See where you stand with personalised trading reports.
 
Currency.com offers you a new generation financial app for both crypto and fiat. The free mobile platform is designed to buy and sell cryptos with fiat money, store holdings in a secure place and make cross-crypto exchanges. Competitive quotes are coupled with trusted regulatory standards to give users the best possible financial experience.
 
Currency.com – an exchange where crypto meets Wall St.",https://currency.com/?utm_source=COINGECKO&utm_campaign=listing,False,3.0,524.0,3812.3766533976186,6.325602256053891,242982740.97,403163.78,5.0,2024-06-23 22:50:18.517587
solidly-v3,Solidly V3 (Ethereum),,,,https://solidly.com/swap/,False,3.0,525.0,57.23552764476116,4.746531233947746,3647920.09,302521.31,,2024-06-23 22:50:18.517587
tdax,Orbix,2017.0,Thailand,,https://www.orbixtrade.com/en,False,4.0,526.0,3.74143758284089,3.74143758284089,238461.42,238461.42,7.0,2024-06-23 22:50:18.517587
swappi,Swappi,,,,https://app.swappi.io/#/swap?,False,3.0,527.0,3.2516416227825533,3.2516416227825533,207244.16,207244.16,,2024-06-23 22:50:18.517587
safe_trade,SafeTrade,2018.0,Saint Vincent and the Grenadines,,https://safe.trade/,False,3.0,528.0,3.0244575181563422,3.0244575181563422,192764.53,192764.53,6.0,2024-06-23 22:50:18.517587
velocimeter-fantom,Velocimeter (Fantom),,,,https://www.fvm.exchange/swap,False,2.0,529.0,2.9882410136645237,2.9882410136645237,190456.26,190456.26,,2024-06-23 22:50:18.517587
beethovenx,Beethoven X,2021.0,,,https://app.beets.fi/#/trade,False,3.0,530.0,2.6437396089347276,2.6437396089347276,168499.38,168499.38,3.0,2024-06-23 22:50:18.517587
narkasa,Narkasa,2020.0,Turkey,,https://narkasa.com/,False,3.0,531.0,3.9919387165456395,2.1446121189930016,254427.17,136687.37,4.0,2024-06-23 22:50:18.517587
